"id","date","country","state","city","lat","lng","deaths","confirmed","tests","deaths_new","confirmed_new","tests_new","pop","pop_14","pop_15_64","pop_65","pop_age","pop_density","pop_death_rate"
"China|NA|NA",2020-02-17,"China",NA,NA,56.4848484848485,56.4848484848485,1864,72434,0,98,1921,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"France|NA|NA",2020-02-17,"France",NA,NA,0.1,0.1,1,12,0,0,0,0,66987244,0.179564644444787,0.620089108085333,0.200346247469881,41.7,122.338395739199,0.009
"Japan|NA|NA",2020-02-17,"Japan",NA,NA,1,1,1,66,0,0,7,0,126529100,0.126968488090205,0.597267812806245,0.27576369910355,48.6,347.073458415624,0.0108
"Philippines|NA|NA",2020-02-17,"Philippines",NA,NA,1,1,1,3,0,0,0,0,106651922,0.309630402017999,0.639143910299006,0.0512256876829946,24.1,357.688305329175,0.005839
"China|NA|NA",2020-02-18,"China",NA,NA,60.6969696969697,60.6969696969697,2003,74211,0,139,1777,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"France|NA|NA",2020-02-18,"France",NA,NA,0.1,0.1,1,12,0,0,0,0,66987244,0.179564644444787,0.620089108085333,0.200346247469881,41.7,122.338395739199,0.009
"Japan|NA|NA",2020-02-18,"Japan",NA,NA,1,1,1,74,0,0,8,0,126529100,0.126968488090205,0.597267812806245,0.27576369910355,48.6,347.073458415624,0.0108
"Philippines|NA|NA",2020-02-18,"Philippines",NA,NA,1,1,1,3,0,0,0,0,106651922,0.309630402017999,0.639143910299006,0.0512256876829946,24.1,357.688305329175,0.005839
"China|NA|NA",2020-02-19,"China",NA,NA,64.1212121212121,64.1212121212121,2116,74619,0,113,408,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"France|NA|NA",2020-02-19,"France",NA,NA,0.1,0.1,1,12,0,0,0,0,66987244,0.179564644444787,0.620089108085333,0.200346247469881,41.7,122.338395739199,0.009
"Iran|NA|NA",2020-02-19,"Iran",NA,NA,2,2,2,2,0,2,2,0,81800269,0.244765586602319,0.693388675341431,0.0618457380562499,31.7,50.222420123284,0.004835
"Japan|NA|NA",2020-02-19,"Japan",NA,NA,1,1,1,84,0,0,10,0,126529100,0.126968488090205,0.597267812806245,0.27576369910355,48.6,347.073458415624,0.0108
"Philippines|NA|NA",2020-02-19,"Philippines",NA,NA,1,1,1,3,0,0,0,0,106651922,0.309630402017999,0.639143910299006,0.0512256876829946,24.1,357.688305329175,0.005839
"China|NA|NA",2020-02-20,"China",NA,NA,67.8181818181818,67.8181818181818,2238,75077,0,122,458,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"Diamond Princess|NA|NA",2020-02-20,"Diamond Princess",NA,NA,2,2,2,634,0,2,634,0,NA,NA,NA,NA,NA,NA,NA
"France|NA|NA",2020-02-20,"France",NA,NA,0.1,0.1,1,12,0,0,0,0,66987244,0.179564644444787,0.620089108085333,0.200346247469881,41.7,122.338395739199,0.009
"Iran|NA|NA",2020-02-20,"Iran",NA,NA,2,2,2,5,0,0,3,0,81800269,0.244765586602319,0.693388675341431,0.0618457380562499,31.7,50.222420123284,0.004835
"Japan|NA|NA",2020-02-20,"Japan",NA,NA,1,1,1,94,0,0,10,0,126529100,0.126968488090205,0.597267812806245,0.27576369910355,48.6,347.073458415624,0.0108
"Korea, South|NA|NA",2020-02-20,"Korea, South",NA,NA,1,1,1,104,0,1,104,0,51635256,0.129733235784635,0.726081205891396,0.144185558323969,43.2,529.652103632681,0.0056
"Philippines|NA|NA",2020-02-20,"Philippines",NA,NA,1,1,1,3,0,0,0,0,106651922,0.309630402017999,0.639143910299006,0.0512256876829946,24.1,357.688305329175,0.005839
"China|NA|NA",2020-02-21,"China",NA,NA,67.8181818181818,67.8181818181818,2238,75550,0,0,473,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"Diamond Princess|NA|NA",2020-02-21,"Diamond Princess",NA,NA,2,2,2,634,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"France|NA|NA",2020-02-21,"France",NA,NA,0.1,0.1,1,12,0,0,0,0,66987244,0.179564644444787,0.620089108085333,0.200346247469881,41.7,122.338395739199,0.009
"Iran|NA|NA",2020-02-21,"Iran",NA,NA,4,4,4,18,0,2,13,0,81800269,0.244765586602319,0.693388675341431,0.0618457380562499,31.7,50.222420123284,0.004835
"Italy|NA|NA",2020-02-21,"Italy",NA,NA,1,1,1,20,0,1,20,0,60431283,0.133291160906398,0.639192043068525,0.227516796025077,46.5,205.450747943156,0.0107
"Japan|NA|NA",2020-02-21,"Japan",NA,NA,1,1,1,105,0,0,11,0,126529100,0.126968488090205,0.597267812806245,0.27576369910355,48.6,347.073458415624,0.0108
"Korea, South|NA|NA",2020-02-21,"Korea, South",NA,NA,2,2,2,204,0,1,100,0,51635256,0.129733235784635,0.726081205891396,0.144185558323969,43.2,529.652103632681,0.0056
"Philippines|NA|NA",2020-02-21,"Philippines",NA,NA,1,1,1,3,0,0,0,0,106651922,0.309630402017999,0.639143910299006,0.0512256876829946,24.1,357.688305329175,0.005839
"China|NA|NA",2020-02-22,"China",NA,NA,74.030303030303,74.030303030303,2443,77001,0,205,1451,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
